// BANZAI Seabattle Profile	

plan easy	
weight	CORFLAK	0.80
weight	ARMFLAK	0.80
weight	MERCURY	1.00
weight	NITFLOWR	0.70
weight	SKYSWEEPR	0.50
weight	ARMEMG	0.00
weight	CORFMD	0.00
weight	ARMAMD	0.00
weight	ARMDRAG	0.00
weight	CORDRAG	0.00
weight	TAWF005	0.30
weight	ARMLLT	0.00
weight	CORLLT	0.00
weight	CORHLT	0.30
weight	ARMHLT	0.30
weight	MEDUSA	0.00
weight	ARMRL	0.70
weight	CORRL	0.70
weight	ARMGUARD	0.80
weight	CORPUN	0.80
weight	CORVHLT	0.95
weight	ARMANNI	0.70
weight	CORDOOM	0.70
weight	ARMBRTHA	0.70
weight	CORINT	0.70
weight	CORBUZZ	0.00
weight	ARMVULC	0.00
weight	CORBBC	0.00
weight	ARMDEV	0.00
weight	TAWF001	0.00
weight	ARMMORTAR	0.00
weight	CorPestilence	0.00
weight	ARMSILO	0.00
weight	CORSILO	0.00
weight	AAISILO	0.70
weight	CAISILO	0.70
weight	ARMHNSILO	0.00
weight	CORHNSILO	0.00
weight	ARMPB	0.00
weight	ARMAMB	0.00
weight	CORTOAST	0.00
weight	CORVIPE	0.00
weight	AGORGON	0.00
weight	CORTRON	0.00
weight	ARMEMP	0.00
weight	CAITRON	0.70
weight	AAIEMP	0.70
weight	ARMTARG	0.00
weight	CORTARG	0.00
weight	ARMBFORTEW	0.00
weight	ARMFORTEW	0.00
weight	ARMFORT	0.00
weight	CORFORT	0.00
weight	ARMBFORTNS	0.00
weight	ARMFORTNS	0.00
weight	CORFFLAK	0.70
weight	ARMTRID	0.40
weight	RESFMDNS	0.00
weight	CORKRAK	0.70
weight	ARMFDRAG	0.00
weight	CORFDRAG	0.00
weight	ARMFFLAK	0.70
weight	CORFRT	0.50
weight	ARMFHLT	0.50
weight	CORFHLT	0.50
weight	ARMTL	0.50
weight	CORTL	0.50
weight	ARMFRT	0.50
weight	ARMATL	0.40
weight	CORATL	0.40
weight	ARMANINS	0.40
weight	CORDOMNS	0.60
weight	CORINTNS	0.30
weight	ARMBTANS	0.30
weight	CORBUZNS	0.00
weight	ARMVCNNS	0.00
weight	AMDREPNS	0.00
weight	CORSLONS	0.00
weight	ARMSLONS	0.00
weight	CORVIPNS	0.50
weight	ARMAP	5.50
weight	ARMHP	0.80
weight	CORHP	0.80
weight	ARMLAB	0.80
weight	CORLAB	0.80
weight	ARMVP	3.00
weight	CORVP	3.00
weight	ARMSY	2.30
weight	CORSY	2.30
weight	CORAP	5.00
weight	ARMAAP	0.80
weight	CORAAP	0.80
weight	aahp	0.90
weight	cahp	0.90
weight	ARMALAB	0.70
weight	CORALAB	0.70
weight	ARMAVP	0.60
weight	CORAVP	0.60
weight	ARMASY	0.95
weight	CORASY	0.90
weight	CORGANT	0.00
weight	ARMKUS	0.00
weight	CORBLAB	0.00
weight	ARMBLAB	0.00
weight	ssplant	0.00
weight	ARMHPNS	0.70
weight	CORHPNS	0.70
weight	ARMPLAT	0.88
weight	CORPLAT	0.88
weight	HAVOC	0.20
weight	SABRE	0.20
weight	CHOPPER	0.95
weight	cdragon	0.50
weight	ARMANAC	0.40
weight	ARMTHOVR	0.00
weight	CORAH	0.70
weight	ARMAH	0.70
weight	NSACLASH	0.80
weight	BOMBARDIER	0.85
weight	LOBBER	0.60
weight	CSPEED	0.50
weight	NSAAGCH	0.70
weight	SPEEDER	0.95
weight	ARMLASHOVER	0.40
weight	CORELASHOVER	0.50
weight	ARMSH	0.00
weight	CORSNAP	0.50
weight	SPOTTER	0.00
weight	BLOTTER	0.00
weight	CONCEALER	0.00
weight	CORMH	0.50
weight	NSACBRIM	0.75
weight	NSAARHOV	0.80
weight	ARMMH	0.50
weight	CORSH	0.00
weight	NSACBEHE	0.75
weight	NSACANGLR	0.50
weight	NSAATORPH	0.50
weight	CORTHOVR	0.00
weight	armdread	0.50
weight	CORDREAD	0.50
weight	armlth	0.70
weight	armpgh	0.70
weight	coradvrh	0.70
weight	CORPHYSET	0.60
weight	CORARTH	0.90
weight	ARMARTH	0.70
weight	CORFLAKH	0.50
weight	ARMFLAKH	0.50
weight	armKAAT	0.00
weight	CORKROG	0.00
weight	ARMKRYP	0.00
weight	ARMMedic	0.00
weight	cAcolyte	0.00
weight	CORClone	0.00
weight	CORHelpr	0.00
weight	CORWarrr	0.00
weight	ARMClone	0.00
weight	ARMHelpr	0.00
weight	ARMMsect	0.00
weight	AEXXEC	0.00
weight	ARMFLEA	0.00
weight	CORRONIN	0.00
weight	SHAKER	0.00
weight	CORESOLD	0.00
weight	ARMJETH	0.00
weight	ARMHAM	0.00
weight	CORTHUD	0.00
weight	CORAK	0.00
weight	ARMPW	0.00
weight	ARMWAR	0.00
weight	CORCRASH	0.00
weight	ARMROCK	0.00
weight	CORSTORM	0.00
weight	ARMFAV	0.00
weight	CORBANDIT	0.00
weight	armbighr	0.00
weight	ARMCAV	0.00
weight	CORCRAB	0.00
weight	ARMDECOM	0.05
weight	CORDECOM	0.05
weight	corflam	0.00
weight	NSAAGRIZ	0.00
weight	ArmHH	0.00
weight	ArmOS	0.00
weight	COROS	0.00
weight	CORSMK	0.00
weight	armMech	0.00
weight	ARMSNIPE	0.00
weight	corzlot	0.00
weight	ASNIPER	0.00
weight	SOULREAVER	0.00
weight	WARHAMMER	0.00
weight	WRAITH	0.00
weight	CORAMPH	0.70
weight	ARMAMPH	0.70
weight	CORSUMO	0.00
weight	CORCAN	0.00
weight	ARMFIDO	0.00
weight	CORARCH	0.50
weight	ARMVADER	0.00
weight	CORROACH	0.00
weight	CORFAST	0.00
weight	ARMFAST	0.00
weight	CORPYRO	0.00
weight	ARMMAV	0.00
weight	CORHRK	0.00
weight	OPPRESSOR	0.00
weight	ARMZEUS	0.00
weight	CORMORT	0.00
weight	ARMMARK	0.00
weight	CORVOYR	0.00
weight	CORSPEC	0.00
weight	ARMSPY	0.00
weight	CORSPY	0.00
weight	CORMINE1	0.00
weight	CORMINE2	0.00
weight	CORMINE3	0.00
weight	CORMINE4	0.00
weight	CORMINE5	0.00
weight	CORMINE6	0.00
weight	AMINEGUN	0.00
weight	AMINEJAM	0.00
weight	ARMMINE5	0.00
weight	ARMMINE2	0.00
weight	ARMMINE1	0.00
weight	ARMMINE4	0.00
weight	ARMMINE3	0.00
weight	ARMMINE6	0.00
weight	ARMASER	0.00
weight	AJAMMER	0.00
weight	SPOOFER	0.55
weight	ARMASTN	0.00
weight	ARMRAD	0.00
weight	CORRAD	0.00
weight	ARMSONAR	0.00
weight	CORSONAR	0.00
weight	ARMARAD	0.00
weight	CORARAD	0.00
weight	ARMASON	0.00
weight	CORASON	0.00
weight	ARMBEAC	0.00
weight	CORBEAC	0.00
weight	ARMEYE	0.00
weight	ARMAFRAD	0.00
weight	AFLRADAR	0.00
weight	ARMASP	0.50
weight	CORASP	0.50
weight	QuadAirPad	0.10
weight	CORERRP	0.00
weight	ARMPADNS	0.00
weight	CORFUS	0.95
weight	ARMFUS	0.95
weight	TAWF004	0.00
weight	TAWF104	0.00
weight	ARMADVSOL	0.90
weight	CORADVSOL	0.90
weight	APART	1.00
weight	AAFUS	0.80
weight	CAFUS	0.80
weight	ARMCKFUS	0.80
weight	CORCKFUS	0.80
weight	CORMFUS	0.80
weight	ARMMFUS	0.80
weight	ARMSOLAR	18.00
weight	CORSOLAR	18.00
weight	AAISOLAR	0.00
weight	CAISOLAR	0.00
weight	ARMGEO	12.00
weight	CORGEO	12.00
weight	amgeo	10.00
weight	cmgeo	10.00
weight	MLEX	1.00
weight	ARMMEX	6.00
weight	CORMEX	6.00
weight	AAIMEX	0.00
weight	CAIMEX	0.00
weight	CKMMKR	0.00
weight	ARMMAKR	1.80
weight	CORMAKR	1.80
weight	ARMMMKR	0.50
weight	CORMMKR	0.50
weight	ARMMOHO	0.95
weight	CORMOHO	0.95
weight	ARMWIN	15.00
weight	CORWIN	15.00
weight	crnns	0.40
weight	ARMTIDE	0.50
weight	CORTIDE	0.50
weight	ARMUWFUS	0.50
weight	CORUWFUS	0.50
weight	AAITIDE	2.90
weight	CAITIDE	2.90
weight	ARMUWMEX	0.80
weight	CORUWMEX	0.80
weight	AAIUWMEX	0.00
weight	CAIUWMEX	0.00
weight	ARMFMKR	0.50
weight	CORFMKR	0.50
weight	ARMMOHNS	0.40
weight	CORMOHNS	0.40
weight	armUMME	0.00
weight	corUMME	0.00
weight	corshilone	0.30
weight	ARMSFIG	0.50
weight	CORSFIG	0.50
weight	CORHUNT	0.00
weight	ARMSEHAK	0.00
weight	ARMSEAP	0.50
weight	CORSEAP	0.50
weight	CORSUBC	0.00
weight	DECADE	0.50
weight	ARMMCARY	0.10
weight	ARMROY	0.95
weight	CORROY	0.50
weight	ARMMSHIP	0.50
weight	CORPT	0.00
weight	ARMPT	0.00
weight	CORTSHIP	0.00
weight	ARMTSHIP	0.00
weight	CORBARR	0.40
weight	ArmSUBC	0.30
weight	Enabler	0.00
weight	TAWF009	0.50
weight	ArmHCAR	0.00
weight	Whale	0.00
weight	ARMYAMA	0.00
weight	ARMAAS	0.50
weight	CORSHARK	0.50
weight	CORBC	0.70
weight	ARMBATS	0.70
weight	CORBATS	0.70
weight	TAWF006	0.60
weight	ARMCRUS	0.50
weight	CORCRUS	0.50
weight	ARMCARRY	0.50
weight	CORCARRY	0.50
weight	ARMSJAM	0.00
weight	CORSJAM	0.00
weight	ARMSCRAM	0.00
weight	CORMSHIP	0.50
weight	armbcss	0.00
weight	armscarss	0.00
weight	AINO	0.00
weight	arthur	0.00
weight	StorageFacility	0.00
weight	ARMESTOR	0.00
weight	CORESTOR	0.00
weight	ARMMSTOR	0.00
weight	CORMSTOR	0.00
weight	ARMUWES	0.00
weight	CORUWES	0.00
weight	ARMUWMS	0.00
weight	CORUWMS	0.00
weight	ARMARC	0.50
weight	corMsub	0.70
weight	ARMSUB	0.50
weight	CORSUB	0.50
weight	armMsub	0.70
weight	ARMSUBK	0.50
weight	ARMRECL	0.00
weight	CORSSUB	0.50
weight	CORTHRASH	0.00
weight	CORMORAY	0.00
weight	corGFBT	0.00
weight	ARMGUSS	0.00
weight	ARMJANUS	0.00
weight	CorCSFT	0.00
weight	CORGAUSS	0.00
weight	CORRAID	0.00
weight	CORMIST	0.00
weight	CSLICER	0.00
weight	CORGATOR	0.00
weight	ARMFLASH	0.00
weight	CORLEVLR	0.00
weight	TAWF013	0.00
weight	ARMSTUMP	0.00
weight	ARMMLV	0.00
weight	CORMLV	0.00
weight	ARMSAM	0.00
weight	CORFAV	0.00
weight	ARMSONIC	0.00
weight	CORGOL	0.00
weight	NSACSKV	0.00
weight	CORANTAR	1.00
weight	ARMBEAR	0.00
weight	ARMBEHEM	0.00
weight	BOB	0.00
weight	CORSABOT	0.00
weight	ARMGAT	0.00
weight	hellfire	0.00
weight	CORLOKI	0.00
weight	ARMCAMP	0.00
weight	ARMORCA	1.00
weight	NSAAPROF	0.00
weight	CORPULSAR	0.00
weight	ARMSCORP	0.00
weight	ARMSPION	0.00
weight	ARMSABOT	0.00
weight	corartv	0.00
weight	CORTHUG	0.00
weight	XENON	0.00
weight	CORSEAL	0.95
weight	ARMCROC	0.95
weight	CORMABM	0.00
weight	ARMSCAB	0.00
weight	ARMMART	0.00
weight	CORMART	0.00
weight	ARMMANNI	0.00
weight	CORSENT	0.00
weight	ARMYORK	0.00
weight	ARMBULL	0.00
weight	CORREAP	0.00
weight	ARMBOA	0.00
weight	ARMLATNK	0.00
weight	CORETER	0.00
weight	CORVRAD	0.00
weight	ARMJAM	0.00
weight	ARMSEER	0.00
weight	TAWF003	0.00
weight	TAWF103	0.00
weight	CORVROC	0.00
weight	ARMMERL	0.00
weight	ARMSPID	0.00
weight	abigfatm	0.00
weight	clb	0.00
weight	SAGITTARIUS 0.50
weight	AREA51 0.94
weight	CORMACHN 0.20
weight	COUGAR 0.20
weight	SPLINTER 0.10
weight	LION 0.10
weight	CANCER 0.10
weight	AAIAAP 1.80
weight	AAIACK 0.30
weight	AAIACV 0.90
weight	AAIALAB 0.45
weight	AAIAP 1.50
weight	AAIAVP 0.90
weight	AAICA 0.90
weight	AAICK 0.95
weight	AAICV 0.90
weight	AAILAB 0.90
weight	AAIVP 2.00
weight	CAIAAP 1.90
weight	CAIACK 0.40
weight	CAIACV 0.40
weight	CAIALAB 0.45
weight	CAIAP 1.50
weight	CAIAVP 0.90
weight	CAICA 0.90
weight	CAICK 0.70
weight	CAICV 0.70
weight	CAILAB 0.80
weight	CAIVP 2.00
weight	CAIDECOM 0.60
weight	CAIGANT 0.90
weight	AAIMMKR 0.00
weight	CAIMMKR 0.00
weight	AAIMEXX 12.00
weight	CAIMEXX 12.00
weight	AAISOLRX 0.00
weight	CAISOLRX 0.00
weight	AAIDECOM 0.60
weight	ARMSTREM 0.35
weight	WATCHER 0.10
weight	SPINNER 0.70
weight	CORFOSS 0.60
weight	ARMTERM 0.30
weight	NAGA 0.50
weight	HYDRA 0.50
weight	CASTLE 0.70
weight	CORROMN 0.60
weight	ARMTRKSA 0.00
weight	ARMDSLAYER 1.05
weight	CORFURY 1.05
weight AIKUS 0.00
weight BLACKDAWN 0.60
weight CORMEDT 0.00
weight CORSNAPT 0.90
weight CORTNK 0.00
weight CORART 0.00
weight CORMONST 0.40
weight CORETERMITE 0.00
weight COREKATY 0.00
weight CETUS 0.45
weight COREMGK 0.00
weight CORPLAS 0.00
weight ARMCRUSH 0.60
weight ALOUETTE 0.45
weight CORWLESP 0.55
weight CORCASAA 0.50
weight ARMILL 0.30
weight ARMSHSTP 0.55
weight ACTUGSAT 0.40
weight CORDDAAP 0.55
weight ARMBRIM 0.00
weight EMAN 0.00
weight ASAMURAI 0.00
weight TAWF113 0.00
weight SPOOFERC 0.55
weight HERETIC 0.20
weight HKCORE 0.45
weight CORGARD 0.55
weight COREMECH 0.00
weight CORCRW 0.40
weight BEARCAT 0.45
weight ARMVIND 0.45
weight ARMROGUE 0.00
weight TAWF105 0.00
weight AFATBOY 0.00
weight ARMAMPBD 0.70
weight TAWF116 0.00
weight CORWOLV 0.00
weight CORGRAV 0.60
weight CORMAK 0.00
weight ARMSHLT 0.00
weight ARMBANTH 0.00
weight SUPERJUG 0.00
weight ARMFURY 0.00
weight CORRAGE 0.00
weight CORGARP 0.45
weight CORSC 0.30
weight ARMPINCER 0.45
weight TAWF109 0.45
weight MDBUZZ 0.30
weight MDVULC 0.30
weight MJET 0.30
weight ZULU 0.40
weight ARUA 0.45
weight CORSUPP 0.60
weight ARMFARK 0.40
weight CORNECRO 0.45
weight ARMPOPSOL 0.40
weight CORPOPSOL 0.40
weight DEMOLISH 0.0
weight CORPERP 0.00
weight CORPRO 0.00
weight AAIASER 0.00
weight CAISPEC 0.00
weight AAICKFUS 0.50
weight CAICKFUS 0.50
weight AAIJAM 0.00
weight CAIETER 0.00
weight COREG2 0.00
weight COREG4 0.00
weight ARMAMEX 0.65
weight CORAMEX 0.65
weight CORMOSQ 0.60
weight ZULU 0.50
weight AURA 0.50
weight ARMRAZOR 0.50
weight CORSCREW 0.50
weight AHERMES 0.45
weight ARMMAULER 0.30
weight ARMTORPMEX 0.70
weight CORTORPMEX 0.70
weight BLADE 0.65
weight CORLNC 0.45
weight CORPORC 0.40
weight DICTATOR 0.35
weight KROGTAAR 0.40
weight PACKO 0.45
weight SHIVA 0.30
weight ARMLIBE 0.60
weight ARMTACHI 0.00
weight ARMCLLT 0.25
weight CORCLLT 0.25
weight CORRAG 0.45
weight TERROR 0.00
weight ARMSPARROW 0.55
weight S4A3 0.45
weight COREAASP 0.60
weight CORDCM 0.00
weight AIAREA51 0.30
weight AICASTLE 0.30
weight ARMUWFCT 0.70
weight CORUWFCT 0.70
weight ARMAWIND 0.90
weight CORAWIND 0.90
weight COMMANDO 0.00
weight ARMANN2 0.50
weight CORKTHUD 0.00
weight SKULL 0.00
weight ARMATK 0.45
weight CORMISAN 0.00
weight MARAUDER 0.00
weight CORHART 0.00
weight ARMPGH 0.00
weight ARMPRED 0.00
weight ARMKONRAD 0.00
weight CORPIL 0.00
weight ARMAMPCV 0.50
weight CORAMPCV 0.50
weight EMBRYO 0.00
weight CORFFOX 0.00
weight ANIKE 0.00
weight ARMHART 0.00
weight ARMNMIS 0.00
weight CORFGEN 0.80
weight ARMMAGNUM 0.00
weight CORKRIS 0.00
weight IONTANK 0.00
weight MECH 0.00
weight AAIBRAWL 1.40
weight AAIFIG 1.00
weight AAIHAWK 1.20
weight AAILANCE 0.00
weight AAIPNIX 1.00
weight AAITHUND 1.00
weight CAIAPE 1.40
weight CAIHURC 1.00
weight CAISHAD 0.80
weight CAITITAN 2.00
weight CAIVAMP 1.40
weight CAIVENG 1.00
weight GDIMAMMO 0.00
weight AAISEAP 2.50
weight CAISEAP 2.50
weight AAISFIG 1.80
weight CAISFIG 1.80
weight ARROW 0.85
weight FIREWOLF 0.00
weight SAMURAI 0.65
weight CORSTALK 0.00
weight ADVMOHO 1.00
weight ADVMOHOC 1.00
weight ARMUWF 0.75
weight CORUWF 0.75
weight ARMALT 1.20
weight CORALT 1.20
weight ARMECHO 2.20
weight CORTAR 2.20
weight CORAASP 0.10
weight ARMEMAN 0.00
weight APITBULL 0.00
weight CDAEMON 0.00
weight ARMMEDT 0.00
weight ARMSPARKLE 0.00
weight VC109 0.00
weight TAWF114 0.00
weight TAWF016 0.00
weight TOKEN 0.00
weight ARMAGAM 0.00
weight ARMOBL 0.85
weight ARMPIKE 0.55
weight ARMHJAM 0.40
weight ARMYAMA 0.60
weight ARMROGUE 0.00
weight CORSCORP 0.00
weight ARMSS 0.00
weight CORSS 0.00
weight CORBUILD 0.00
weight CORDEV1 0.00
weight CORTRUCK 0.00
weight ARMDEV1 0.00
weight ARMBEAC 0.00
weight CORBEAC 0.00
weight ARMGATE 0.00
weight CORGATE 0.00
weight ARMDEV 0.00
weight ARMART 0.00
weight CORMATNK 0.00
weight CORDEF 0.00
weight CORODIN 0.00
weight CRAILGUN 0.00
weight ARMCORV 0.00
weight CORAMECH 0.00
weight CORGBOAT 1.50
weight ABRAMS 0.00
weight T80 0.00
weight CORGAUSS 0.00
weight CORMAK 0.00
weight ARMTHOR 0.00
weight ARMBLITZ 0.00
weight CORGEM 0.00
weight ARMPRTL 0.00
weight ARMCORV 1.60
weight ARMSAAP 0.00
weight CORBT 0.00
weight CORETTIN 0.60
weight ARMPORK 0.00
weight CORHORG 0.00
weight INTRUDER 0.00
weight ARMFORTGH 0.00
weight ARMFORTGV 0.00
weight CORFGATEEW 0.00
weight CORFGATENS 0.00
weight ARMRECCY 0.00
weight MILAX 0.00
weight ARMCBOMB 0.40
weight DEMOLISH 0.00
weight ARMMOJO 0.00
weight ARMMSPID 0.00
weight CORSTALKER 0.00
weight CORGRUNT 0.00
weight MAGILLA 0.00
weight ARMTRIPE 0.00
weight CORTROLL 0.00
weight ARMANT 0.00
weight ARMSCREAM 0.00
weight CORASS 0.00
	
limit	ARMKAM	1
limit	SHRIKE	1
limit	ORCA	0
limit	ARMWASP	2
limit	CORSHAD	6
limit	ARMTHUND	8
limit	CORVENG	1
limit	ARMFIG	4
limit	BLADE	5
limit	CORFINK	0
limit	ARMPEEP	0
limit	ARMATLAS	0
limit	CORVALK	0
limit	CORHORS	0
limit	charpy	1
limit	TAWF108	0
limit	CORHURC	0
limit	KANASHIMI	0
limit	TAWF107	0
limit	TAWF008	0
limit	ARMPERS	1
limit	predator	1
limit	TAWF007	0
limit	ARMTOMCT	0
limit	gryphon	0
limit	ARMCYBR	0
limit	CORWING	0
limit	ARMPNIX	2
limit	ARMFRP	0
limit	Sakura	0
limit	cormlsp	0
limit	ARMBRAWL	5
limit	CORAPE	5
limit	ARMAWAC	0
limit	CORAWAC	0
limit	ARMHAWK	1
limit	CORVAMP	1
limit	ARMMLSP	0
limit	ARMLANCE	2
limit	CORTITAN	2
limit	CORABMB	0
limit	ARMCA	1
limit	CORCA	1
limit	ARMACA	1
limit	CORACA	1
limit	ARMANS	0
limit	CORANS	0
limit	ARMBEAVER	0
limit	CORMUSKRAT	0
limit	ARMCH	1
limit	CORCH	1
limit	aach	0
limit	cach	0
limit	CORBOI	0
limit	ARMJIB	0
limit	ARMNTOW	0
limit	CORNTOW	0
limit	RepairArm	0
limit	ARMCK	1
limit	CORCK	1
limit	ARMCV	1
limit	CORCV	1
limit	ARMACK	0
limit	CORACK	0
limit	ARMCS	3
limit	CORCS	3
limit	ARMACSUB	1
limit	CORACSUB	1
limit	ARMCSA	1
limit	CORCSA	1
limit	ARMACV	1
limit	CORACV	1
limit	TAWF111	0
limit	armarch	2
limit	armcir	2
limit	CHAOSMACHINE	0
limit	corcirc	0
limit	ARMSPAR	0
limit	ARMDEVA	0
limit	TAWF010	0
limit	CORERAD	3
limit	ARMFAMINE	0
limit	cnemesis	0
limit	CorFLA	0
limit	SCREAMER	4
limit	ARMMTLAB	0
limit	CORMTLAB	0
limit	CORFLAK	5
limit	ARMFLAK	5
limit	MERCURY	4
limit	NITFLOWR	6
limit	SKYSWEEPR	8
limit	ARMEMG	0
limit	CORFMD	0
limit	ARMAMD	0
limit	ARMDRAG	0
limit	CORDRAG	0
limit	TAWF005	0
limit	ARMLLT	0
limit	CORLLT	0
limit	CORHLT	1
limit	ARMHLT	1
limit	MEDUSA	0
limit	ARMRL	3
limit	CORRL	3
limit	ARMGUARD	2
limit	CORPUN	2
limit	CORVHLT	1
limit	ARMANNI	0
limit	CORDOOM	0
limit	ARMBRTHA	0
limit	CORINT	0
limit	CORBUZZ	0
limit	ARMVULC	0
limit	CORBBC	0
limit	ARMDEV	0
limit	TAWF001	0
limit	ARMMORTAR	0
limit	CorPestilence	0
limit	ARMSILO	0
limit	CORSILO	0
limit	AAISILO	0
limit	CAISILO	0
limit	ARMHNSILO	0
limit	CORHNSILO	0
limit	ARMPB	0
limit	ARMAMB	0
limit	CORTOAST	0
limit	CORVIPE	0
limit	AGORGON	0
limit	CORTRON	0
limit	ARMEMP	0
limit	CAITRON	0
limit	AAIEMP	0
limit	ARMTARG	0
limit	CORTARG	0
limit	ARMBFORTEW	0
limit	ARMFORTEW	0
limit	ARMFORT	0
limit	CORFORT	0
limit	ARMBFORTNS	0
limit	ARMFORTNS	0
limit	CORFFLAK	1
limit	ARMTRID	1
limit	RESFMDNS	0
limit	CORKRAK	0
limit	ARMFDRAG	0
limit	CORFDRAG	0
limit	ARMFFLAK	2
limit	CORFRT	1
limit	ARMFHLT	1
limit	CORFHLT	1
limit	ARMTL	1
limit	CORTL	1
limit	ARMFRT	1
limit	ARMATL	5
limit	CORATL	5
limit	ARMANINS	0
limit	CORDOMNS	0
limit	CORINTNS	0
limit	ARMBTANS	0
limit	CORBUZNS	0
limit	ARMVCNNS	0
limit	AMDREPNS	0
limit	CORSLONS	0
limit	ARMSLONS	0
limit	CORVIPNS	1
limit	ARMAP	1
limit	ARMHP	1
limit	CORHP	1
limit	ARMLAB	1
limit	CORLAB	1
limit	ARMVP	1
limit	CORVP	1
limit	ARMSY	1
limit	CORSY	1
limit	CORAP	1
limit	ARMAAP	1
limit	CORAAP	1
limit	aahp	0
limit	cahp	0
limit	ARMALAB	1
limit	CORALAB	1
limit	ARMAVP	1
limit	CORAVP	1
limit	ARMASY	1
limit	CORASY	1
limit	CORGANT	0
limit	ARMKUS	0
limit	CORBLAB	0
limit	ARMBLAB	0
limit	ssplant	0
limit	ARMHPNS	1
limit	CORHPNS	1
limit	ARMPLAT	1
limit	CORPLAT	1
limit	HAVOC	1
limit	SABRE	2
limit	CHOPPER	2
limit	cdragon	2
limit	ARMANAC	1
limit	ARMTHOVR	0
limit	CORAH	2
limit	ARMAH	2
limit	NSACLASH	2
limit	BOMBARDIER	2
limit	LOBBER	2
limit	CSPEED	2
limit	NSAAGCH	2
limit	SPEEDER	2
limit	ARMLASHOVER	2
limit	CORELASHOVER	2
limit	ARMSH	0
limit	CORSNAP	1
limit	SPOTTER	0
limit	BLOTTER	0
limit	CONCEALER	0
limit	CORMH	2
limit	NSACBRIM	2
limit	NSAARHOV	2
limit	ARMMH	2
limit	CORSH	0
limit	NSACBEHE	2
limit	NSACANGLR	2
limit	NSAATORPH	2
limit	CORTHOVR	0
limit	armdread	0
limit	CORDREAD	0
limit	armlth	1
limit	armpgh	1
limit	coradvrh	2
limit	CORPHYSET	3
limit	CORARTH	2
limit	ARMARTH	2
limit	CORFLAKH	0
limit	ARMFLAKH	0
limit	armKAAT	0
limit	CORKROG	0
limit	ARMKRYP	0
limit	ARMMedic	0
limit	cAcolyte	0
limit	CORClone	0
limit	CORHelpr	0
limit	CORWarrr	0
limit	ARMClone	0
limit	ARMHelpr	0
limit	ARMMsect	0
limit	AEXXEC	0
limit	ARMFLEA	0
limit	CORRONIN	0
limit	SHAKER	0
limit	CORESOLD	0
limit	ARMJETH	2
limit	ARMHAM	1
limit	CORTHUD	1
limit	CORAK	0
limit	ARMPW	0
limit	ARMWAR	0
limit	CORCRASH	1
limit	ARMROCK	1
limit	CORSTORM	1
limit	ARMFAV	0
limit	CORBANDIT	0
limit	armbighr	0
limit	ARMCAV	0
limit	CORCRAB	0
limit	ARMDECOM	0
limit	CORDECOM	0
limit	corflam	0
limit	NSAAGRIZ	0
limit	ArmHH	0
limit	ArmOS	0
limit	COROS	0
limit	CORSMK	0
limit	armMech	0
limit	ARMSNIPE	0
limit	corzlot	0
limit	ASNIPER	0
