// BANZAI Hover Profile	

plan easy	
weight	ARMCAV	0.00
weight	CORCRAB	0.60
weight	ARMDECOM	0.05
weight	CORDECOM	0.05
weight	corflam	0.00
weight	NSAAGRIZ	0.00
weight	ArmHH	0.00
weight	ArmOS	0.50
weight	COROS	0.50
weight	CORSMK	0.00
weight	armMech	0.00
weight	ARMSNIPE	0.00
weight	corzlot	0.00
weight	ASNIPER	0.00
weight	SOULREAVER	0.00
weight	WARHAMMER	0.00
weight	WRAITH	0.00
weight	CORAMPH	0.00
weight	ARMAMPH	0.00
weight	CORSUMO	0.00
weight	CORCAN	0.00
weight	ARMFIDO	0.00
weight	CORARCH	0.00
weight	ARMVADER	0.00
weight	CORROACH	0.00
weight	CORFAST	0.00
weight	ARMFAST	0.00
weight	CORPYRO	0.00
weight	ARMMAV	0.00
weight	CORHRK	0.00
weight	OPPRESSOR	0.00
weight	ARMZEUS	0.00
weight	CORMORT	0.00
weight	ARMMARK	0.00
weight	CORVOYR	0.00
weight	CORSPEC	0.00
weight	ARMSPY	0.00
weight	CORSPY	0.00
weight	CORMINE1	0.00
weight	CORMINE2	0.00
weight	CORMINE3	0.00
weight	CORMINE4	0.00
weight	CORMINE5	0.00
weight	CORMINE6	0.00
weight	AMINEGUN	0.00
weight	AMINEJAM	0.00
weight	ARMMINE5	0.00
weight	ARMMINE2	0.00
weight	ARMMINE1	0.00
weight	ARMMINE4	0.00
weight	ARMMINE3	0.00
weight	ARMMINE6	0.00
weight	ARMASER	0.00
weight	AJAMMER	0.00
weight	SPOOFER	0.55
weight	ARMASTN	0.00
weight	ARMRAD	0.00
weight	CORRAD	0.00
weight	ARMSONAR	0.00
weight	CORSONAR	0.00
weight	ARMARAD	0.00
weight	CORARAD	0.00
weight	ARMASON	0.00
weight	CORASON	0.00
weight	ARMBEAC	0.00
weight	CORBEAC	0.00
weight	ARMEYE	0.00
weight	ARMAFRAD	0.00
weight	AFLRADAR	0.00
weight	ARMASP	0.60
weight	CORASP	0.60
weight	QuadAirPad	0.10
weight	CORERRP	0.00
weight	ARMPADNS	0.00
weight	CORFUS	0.70
weight	ARMFUS	0.70
weight	TAWF004	0.60
weight	TAWF104	0.60
weight	ARMADVSOL	0.35
weight	CORADVSOL	0.35
weight	APART	0.70
weight	AAFUS	0.50
weight	CAFUS	0.50
weight	ARMCKFUS	0.65
weight	CORCKFUS	0.65
weight	CORMFUS	0.80
weight	ARMMFUS	0.80
weight	ARMSOLAR	0.90
weight	CORSOLAR	0.90
weight	AAISOLAR	0.00
weight	CAISOLAR	0.00
weight	ARMGEO	0.95
weight	CORGEO	0.95
weight	amgeo	0.95
weight	cmgeo	0.95
weight	MLEX	0.40
weight	ARMMEX	0.40
weight	CORMEX	0.40
weight	AAIMEX	0.00
weight	CAIMEX	0.00
weight	CKMMKR	0.00
weight	ARMMAKR	0.60
weight	CORMAKR	0.60
weight	ARMMMKR	0.40
weight	CORMMKR	0.40
weight	ARMMOHO	0.95
weight	CORMOHO	0.95
weight	ARMWIN	0.00
weight	CORWIN	0.00
weight	crnns	0.00
weight	ARMTIDE	0.00
weight	CORTIDE	0.00
weight	ARMUWFUS	0.00
weight	CORUWFUS	0.00
weight	AAITIDE	0.00
weight	CAITIDE	0.00
weight	ARMUWMEX	0.00
weight	CORUWMEX	0.00
weight	AAIUWMEX	0.00
weight	CAIUWMEX	0.00
weight	ARMFMKR	0.00
weight	CORFMKR	0.00
weight	ARMMOHNS	0.00
weight	CORMOHNS	0.00
weight	armUMME	0.00
weight	corUMME	0.00
weight	corshilone	0.00
weight	ARMSFIG	0.00
weight	CORSFIG	0.00
weight	CORHUNT	0.00
weight	ARMSEHAK	0.00
weight	ARMSEAP	0.00
weight	CORSEAP	0.00
weight	CORSUBC	0.00
weight	DECADE	0.00
weight	ARMMCARY	0.00
weight	ARMROY	0.00
weight	CORROY	0.00
weight	ARMMSHIP	0.00
weight	CORPT	0.00
weight	ARMPT	0.00
weight	CORTSHIP	0.00
weight	ARMTSHIP	0.00
weight	CORBARR	0.00
weight	ArmSUBC	0.00
weight	Enabler	0.00
weight	TAWF009	0.00
weight	ArmHCAR	0.00
weight	Whale	0.00
weight	ARMYAMA	0.00
weight	ARMAAS	0.00
weight	CORSHARK	0.00
weight	CORBC	0.00
weight	ARMBATS	0.00
weight	CORBATS	0.00
weight	TAWF006	0.00
weight	ARMCRUS	0.00
weight	CORCRUS	0.00
weight	ARMCARRY	0.00
weight	CORCARRY	0.00
weight	ARMSJAM	0.00
weight	CORSJAM	0.00
weight	ARMSCRAM	0.00
weight	CORMSHIP	0.00
weight	armbcss	0.10
weight	armscarss	0.40
weight	AINO	0.60
weight	arthur	0.40
weight	StorageFacility	0.00
weight	ARMESTOR	0.00
weight	CORESTOR	0.00
weight	ARMMSTOR	0.00
weight	CORMSTOR	0.00
weight	ARMUWES	0.00
weight	CORUWES	0.00
weight	ARMUWMS	0.00
weight	CORUWMS	0.00
weight	ARMARC	0.00
weight	corMsub	0.00
weight	ARMSUB	0.00
weight	CORSUB	0.00
weight	armMsub	0.00
weight	ARMSUBK	0.00
weight	ARMRECL	0.00
weight	CORSSUB	0.00
weight	CORTHRASH	0.00
weight	CORMORAY	0.00
weight	corGFBT	0.00
weight	ARMGUSS	0.00
weight	ARMJANUS	0.00
weight	CorCSFT	0.00
weight	CORGAUSS	0.00
weight	CORRAID	0.00
weight	CORMIST	0.00
weight	CSLICER	0.00
weight	CORGATOR	0.00
weight	ARMFLASH	0.00
weight	CORLEVLR	0.00
weight	TAWF013	0.00
weight	ARMSTUMP	0.00
weight	ARMMLV	0.00
weight	CORMLV	0.00
weight	ARMSAM	0.00
weight	CORFAV	0.00
weight	ARMSONIC	0.00
weight	CORGOL	0.00
weight	NSACSKV	0.00
weight	CORANTAR	0.60
weight	ARMBEAR	0.00
weight	ARMBEHEM	0.00
weight	BOB	0.00
weight	CORSABOT	0.00
weight	ARMGAT	0.00
weight	hellfire	0.00
weight	CORLOKI	0.00
weight	ARMCAMP	0.00
weight	ARMORCA	0.70
weight	NSAAPROF	0.00
weight	CORPULSAR	0.00
weight	ARMSCORP	0.00
weight	ARMSPION	0.00
weight	ARMSABOT	0.00
weight	corartv	0.00
weight	CORTHUG	0.00
weight	XENON	0.00
weight	CORSEAL	0.00
weight	ARMCROC	0.00
weight	CORMABM	0.00
weight	ARMSCAB	0.00
weight	ARMMART	0.00
weight	CORMART	0.00
weight	ARMMANNI	0.00
weight	CORSENT	0.00
weight	ARMYORK	0.00
weight	ARMBULL	0.00
weight	CORREAP	0.00
weight	ARMBOA	0.00
weight	ARMLATNK	0.00
weight	CORETER	0.00
weight	CORVRAD	0.00
weight	ARMJAM	0.00
weight	ARMSEER	0.00
weight	TAWF003	0.00
weight	TAWF103	0.00
weight	CORVROC	0.00
weight	ARMMERL	0.00
weight	ARMSPID	0.00
weight	abigfatm	0.00
weight	clb	0.00
weight  Sagittarius 0.00
weight  AREA51 0.94
weight CORMachn 0.00
weight Cougar 0.00
weight SPLINTER 0.75
weight LION 0.00
weight CANCER 0.00
weight AAIAAP 2.98
weight AAIACK 0.98
weight AAIACV 0.92
weight AAIALAB 0.92
weight AAIAP 0.85
weight AAIAVP 2.96
weight AAICA 2.50
weight AAICK 0.95
weight AAICV 0.90
weight AAILAB 0.89
weight AAIVP 2.50
weight CAIAAP 2.90
weight CAIACK 2.98
weight CAIACV 0.90
weight CAIALAB 2.98
weight CAIAP 0.85
weight CAIAVP 2.95
weight CAICA 2.50
weight CAICK 0.95
weight CAICV 0.90
weight CAILAB 0.94
weight CAIVP 2.50
weight CAIDECOM 0.74
weight CAIGANT 5.99
weight AAIMMKR 0.00
weight CAIMMKR 0.00
weight AAIMEXX 2.93
weight AAISOLRX 0.00
weight CAIMEXX 2.93
weight CAISOLRX 0.00
weight AAIDECOM 0.73
weight ARMSTREM 0.35
weight WATCHER 0.10
weight Spinner 0.70
weight CORFOSS 0.00
weight ARMTRKSA 0.00
weight ARMTERM 0.00
weight NAGA 0.40
weight HYDRA 0.40
weight CASTLE 0.80
weight CORROMN 0.40
weight ARMDSLAYER 1.15
weight CORFURY 1.15
weight BLACKDAWN 0.75
weight CORMEDT 0.00
weight CORSNAPT 0.50
weight CORTNK 0.00
weight CORART 0.00
weight CORMONST 0.00
weight MAMMOTH 0.00
weight CORTERMITE 0.00
weight COREKATY 0.00
weight CETUS 0.60
weight COREMGK 0.00
weight CORPLAS 0.00
weight ARMCRUSH 0.00
weight ALOUETTE 0.60
weight CORWLESP 0.00
weight CORCASAA 0.65
weight ARMILL 0.50
weight ARMSHSTP 0.00
weight ACTUGSAT 0.40
weight CORDDAAP 0.55
weight ARMBRIM 0.00
weight TAWF115 0.00
weight EMAN 0.00
weight ASAMURAI 0.00
weight AIKUS 0.00
weight TAWF113 0.00
weight SPOOFERC 0.55
weight HERETIC 0.60
weight HKCORE 0.65
weight CORGARD 0.00
weight COREMECH 0.00
weight CORCRW 0.55
weight BEARCAT 0.50
weight ARMVIND 0.50
weight TAWF105 0.50
weight AFATBOY 0.45
weight ARMROGUE 0.00
weight ARMAMPBD 0.00
weight TAWF116 0.00
weight CORWOLV 0.00
weight CORGRAV 0.65
weight CORMAK 0.00
weight ARMSHLT 0.30
weight ARMBANTH 0.00
weight SUPERJUG 0.00
weight ARMFURY 0.00
weight CORRAGE 0.00
weight CORGARP 0.00
weight CORSC 0.70
weight ARMPINCER 0.00
weight TAWF109 0.00
weight MDBUZZ 0.20
weight MDVULC 0.20
weight MJET 0.30
weight ARUA 0.00
weight CORSUPP 0.00
weight ARMFARK 0.40
weight CORNECRO 0.45
weight ARMPOPSOL 0.40
weight CORPOPSOL 0.40
weight DEMOLISH 0.35
weight CORPERP 0.30
weight CORPRO 0.40
weight AAIASER 0.50
weight CAISPEC 0.50
weight AAICKFUS 0.50
weight CAICKFUS 0.50
weight AAIJAM 0.55
weight CAIETER 0.55
weight COREG2 0.00
weight COREG4 0.00
weight ARMAMEX 0.65
weight CORAMEX 0.65
weight CORMOSQ 0.60
weight ZULU 0.00
weight AURA 0.00
weight ARMRAZOR 0.50
weight CORSCREW 0.50
weight AHERMES 0.45
weight ARMMAULER 0.50
weight ARMTORPMEX 0.70
weight CORTORPMEX 0.70
weight BLADE 0.65
weight CORLNC 0.25
weight CORPORC 0.20
weight DICTATOR 0.35
weight KROGTAAR 0.00
weight PACKO 0.45
weight SHIVA 0.00
weight ARMLIBE 0.60
weight ARMTACHI 0.45
weight ARMCLLT 0.50
weight CORCLLT 0.50
weight CORRAG 0.45
weight TERROR 0.00
weight ARMSPARROW 0.55
weight S4A3 0.45
weight COREAASP 0.50
weight CORDCM 0.00
weight AIAREA51 0.40
weight AICASTLE 0.40 
weight ARMAWIND 0.90
weight CORAWIND 0.90
weight COMMANDO 0.65
weight ARMANN2 0.50
weight CORKTHUD 0.00
weight SKULL 0.00
weight ARMATK 0.55
weight CORMISAN 0.60
weight MARAUDER 0.00
weight CORHART 0.00
weight ARMPGH 0.00
weight ARMPRED 0.00
weight ARMKONRAD 0.00
weight CORPIL 0.00
weight ARMAMPCV 0.00
weight CORAMPCV 0.00
weight EMBRYO 0.00
weight CORFFOX 0.00
weight ANIKE 0.00
weight ARMHART 0.00
weight ARMNMIS 0.00
weight CORFGEN 0.50
weight ARMMAGNUM 0.00
weight CORKRIS 0.00
weight IONTANK 0.00
weight MECH 0.00
weight AAIBRAWL 1.40
weight AAIFIG 1.00
weight AAIHAWK 1.20
weight AAILANCE 0.00
weight AAIPNIX 1.00
weight AAITHUND 1.00
weight CAIAPE 1.40
weight CAIHURC 1.00
weight CAISHAD 0.80
weight CAITITAN 0.00
weight CAIVAMP 1.40
weight CAIVENG 1.00
weight GDIMAMMO 0.00
weight AAISEAP 0.50
weight CAISEAP 0.50
weight AAISFIG 0.80
weight CAISFIG 0.80
weight ARROW 0.85
weight FIREWOLF 0.00
weight SAMURAI 0.65
weight CORSTALK 0.00
weight ADVMOHO 1.00
weight ADVMOHOC 1.00
weight CDAEMON 0.00
weight APITBULL 0.00
weight ARMEMAN 0.00
weight ARMMEDT 0.00
weight ARMSPARKLE 0.00
weight ARMTACHI 0.00
weight VC109 0.00
weight TAWF114 0.00
weight CORAASP 1.00
weight CORALT 0.60
weight ARMALT 0.60
weight ARMECHO 0.60
weight CORTAR 0.60
weight VICTOR 0.00
weight ARMGANT 0.70
weight ARMFBOY 0.00
weight ARMAGAM 0.00
weight TAWF016 0.00
weight TOKEN 0.00
weight CORSCORP 0.00
weight ARMSS 0.00
weight CORSS 0.00
weight CORBUILD 0.00
weight CORDEV1 0.00
weight CORTRUCK 0.00
weight ARMDEV1 0.00
weight ARMBEAC 0.00
weight CORBEAC 0.00
weight ARMGATE 0.00
weight CORGATE 0.00
weight ARMDEV 0.90
weight ARMART 0.00
weight CORMATNK 0.00
weight CORDEF 0.50
weight CORODIN 0.00
weight CRAILGUN 0.00
weight ARMCORV 0.00
weight CORAMECH 0.00
weight CORGBOAT 0.00
weight ABRAMS 0.00
weight T80 0.00
weight CORGAUSS 0.70
weight CORMAK 0.00
weight ARMTHOR 0.00
weight ARMBLITZ 0.00
weight CORBT 0.00
weight CORETTIN 0.00
weight ARMPORK 0.00
weight CORHORG 0.00
weight INTRUDER 0.00
weight ARMFORTGH 0.00
weight ARMFORTGV 0.00
weight CORFGATEEW 0.00
weight CORFGATENS 0.00
weight ARMRECCY 0.00
weight MILAX 0.00
weight ARMCBOMB 0.40
weight DEMOLISH 0.00
weight ARMMOJO 0.00
weight ARMMSPID 0.00
weight CORSTALKER 0.00
weight CORGRUNT 0.00
	
limit	ARMKAM	0
limit	SHRIKE	0
limit	ORCA	0
limit	ARMWASP	1
limit	CORSHAD	2
limit	ARMTHUND	2
limit	CORVENG	0
limit	ARMFIG	0
limit	BLADE	0
limit	CORFINK	0
limit	ARMPEEP	0
limit	ARMATLAS	0
limit	CORVALK	0
limit	CORHORS	0
limit	charpy	1
limit	TAWF108	0
limit	CORHURC	2
limit	KANASHIMI	0
limit	TAWF107	0
limit	TAWF008	0
limit	ARMPERS	2
limit	predator	0
limit	TAWF007	0
limit	ARMTOMCT	0
limit	gryphon	1
limit	ARMCYBR	0
limit	CORWING	0
limit	ARMPNIX	2
limit	ARMFRP	0
limit	Sakura	0
limit	cormlsp	1
limit	ARMBRAWL	4
limit	CORAPE	4
limit	ARMAWAC	0
limit	CORAWAC	0
limit	ARMHAWK	2
limit	CORVAMP	2
limit	ARMMLSP	1
limit	ARMLANCE	2
limit	CORTITAN	2
limit	CORABMB	0
limit	ARMCA	1
limit	CORCA	1
limit	ARMACA	1
limit	CORACA	1
limit	ARMANS	1
limit	CORANS	1
limit	ARMBEAVER	0
limit	CORMUSKRAT	0
limit	ARMCH	2
limit	CORCH	2
limit	aach	0
limit	cach	0
limit	CORBOI	2
limit	ARMJIB	2
limit	ARMNTOW	0
limit	CORNTOW	0
limit	RepairArm	0
limit	ARMCK	1
limit	CORCK	1
limit	ARMCV	1
limit	CORCV	1
limit	ARMACK	1
limit	CORACK	1
limit	ARMCS	0
limit	CORCS	0
limit	ARMACSUB	0
limit	CORACSUB	0
limit	ARMCSA	0
limit	CORCSA	0
limit	ARMACV	1
limit	CORACV	1
limit	TAWF111	1
limit	armarch	1
limit	armcir	4
limit	CHAOSMACHINE	0
limit	corcirc	0
limit	ARMSPAR	0
limit	ARMDEVA	0
limit	TAWF010	1
limit	CORERAD	4
limit	ARMFAMINE	0
limit	cnemesis	0
limit	CorFLA	0
limit	SCREAMER	0
limit	ARMMTLAB	2
limit	CORMTLAB	2
limit	CORFLAK	1
limit	ARMFLAK	1
limit	MERCURY	0
limit	NITFLOWR	1
limit	SKYSWEEPR	1
limit	ARMEMG	1
limit	CORFMD	0
limit	ARMAMD	0
limit	ARMDRAG	0
limit	CORDRAG	0
limit	TAWF005	0
limit	ARMLLT	2
limit	CORLLT	2
limit	CORHLT	1
limit	ARMHLT	1
limit	MEDUSA	0
limit	ARMRL	5
limit	CORRL	5
limit	ARMGUARD	2
limit	CORPUN	2
limit	CORVHLT	0
limit	ARMANNI	0
limit	CORDOOM	0
limit	ARMBRTHA	0
limit	CORINT	0
limit	CORBUZZ	0
limit	ARMVULC	0
limit	CORBBC	0
limit	ARMDEV	0
limit	TAWF001	0
limit	ARMMORTAR	1
limit	CorPestilence	0
limit	ARMSILO	0
limit	CORSILO	0
limit	AAISILO	0
limit	CAISILO	0
limit	ARMHNSILO	0
limit	CORHNSILO	0
limit	ARMPB	0
limit	ARMAMB	1
limit	CORTOAST	1
limit	CORVIPE	1
limit	AGORGON	1
limit	CORTRON	0
limit	ARMEMP	0
limit	CAITRON	0
limit	AAIEMP	0
limit	ARMTARG	0
limit	CORTARG	0
limit	ARMBFORTEW	0
limit	ARMFORTEW	0
limit	ARMFORT	0
limit	CORFORT	0
limit	ARMBFORTNS	0
limit	ARMFORTNS	0
limit	CORFFLAK	0
limit	ARMTRID	0
limit	RESFMDNS	0
limit	CORKRAK	0
limit	ARMFDRAG	0
limit	CORFDRAG	0
limit	ARMFFLAK	0
limit	CORFRT	0
limit	ARMFHLT	0
limit	CORFHLT	0
limit	ARMTL	0
limit	CORTL	0
limit	ARMFRT	0
limit	ARMATL	0
limit	CORATL	0
limit	ARMANINS	0
limit	CORDOMNS	0
limit	CORINTNS	0
limit	ARMBTANS	0
limit	CORBUZNS	0
limit	ARMVCNNS	0
limit	AMDREPNS	0
limit	CORSLONS	0
limit	ARMSLONS	0
limit	CORVIPNS	0
limit	ARMAP	1
limit	ARMHP	3
limit	CORHP	3
limit	ARMLAB	1
limit	CORLAB	1
limit	ARMVP	1
limit	CORVP	1
limit	ARMSY	0
limit	CORSY	0
limit	CORAP	1
limit	ARMAAP	1
limit	CORAAP	1
limit	aahp	2
limit	cahp	2
limit	ARMALAB	1
limit	CORALAB	1
limit	ARMAVP	1
limit	CORAVP	1
limit	ARMASY	0
limit	CORASY	0
limit	CORGANT	0
limit	ARMKUS	0
limit	CORBLAB	0
limit	ARMBLAB	0
limit	ssplant	0
limit	ARMHPNS	3
limit	CORHPNS	3
limit	ARMPLAT	0
limit	CORPLAT	0
limit	HAVOC	1
limit	SABRE	3
limit	CHOPPER	1
limit	cdragon	3
limit	ARMANAC	2
limit	ARMTHOVR	0
limit	CORAH	2
limit	ARMAH	2
limit	NSACLASH	4
limit	BOMBARDIER	3
limit	LOBBER	6
limit	CSPEED	2
limit	NSAAGCH	4
limit	SPEEDER	5
limit	ARMLASHOVER	4
limit	CORELASHOVER	4
limit	ARMSH	3
limit	CORSNAP	4
limit	SPOTTER	0
limit	BLOTTER	0
limit	CONCEALER	0
limit	CORMH	2
limit	NSACBRIM	2
limit	NSAARHOV	2
limit	ARMMH	2
limit	CORSH	0
limit	NSACBEHE	2
limit	NSACANGLR	0
limit	NSAATORPH	0
limit	CORTHOVR	0
limit	armdread	1
limit	CORDREAD	1
limit	armlth	2
limit	armpgh	2
limit	coradvrh	2
limit	CORPHYSET	2
limit	CORARTH	4
limit	ARMARTH	4
limit	CORFLAKH	3
limit	ARMFLAKH	3
limit	armKAAT	1
limit	CORKROG	0
limit	ARMKRYP	0
limit	ARMMedic	0
limit	cAcolyte	0
limit	CORClone	0
limit	CORHelpr	0
limit	CORWarrr	0
limit	ARMClone	0
limit	ARMHelpr	0
limit	ARMMsect	0
limit	AEXXEC	2
limit	ARMFLEA	0
limit	CORRONIN	0
limit	SHAKER	0
limit	CORESOLD	0
limit	ARMJETH	2
limit	ARMHAM	1
limit	CORTHUD	1
limit	CORAK	2
limit	ARMPW	2
limit	ARMWAR	0
limit	CORCRASH	2
limit	ARMROCK	2
limit	CORSTORM	2
limit	ARMFAV	0
limit	CORBANDIT	0
limit	armbighr	0
limit	ARMCAV	0
limit	CORCRAB	2
limit	ARMDECOM	0
limit	CORDECOM	0
limit	corflam	0
limit	NSAAGRIZ	0
limit	ArmHH	0
limit	ArmOS	0
limit	COROS	0
limit	CORSMK	0
limit	armMech	0
limit	ARMSNIPE	0
limit	corzlot	0
limit	ASNIPER	0
limit	SOULREAVER	0
limit	WARHAMMER	0
limit	WRAITH	0
limit	CORAMPH	2
limit	ARMAMPH	2
limit	CORSUMO	1
limit	CORCAN	2
limit	ARMFIDO	1
limit	CORARCH	0
limit	ARMVADER	0
limit	CORROACH	0
limit	CORFAST	0
limit	ARMFAST	0
limit	CORPYRO	1
limit	ARMMAV	0
limit	CORHRK	1
limit	OPPRESSOR	0
limit	ARMZEUS	1
limit	CORMORT	1
limit	ARMMARK	0
